3697	4.00	0.6206
3626	6.24	0.5070
732	6.63	0.5747
388503	6.71	0.5025
10747	8.00	0.5251
1564	10.10	0.4241
3699	10.95	0.5392
256394	12.49	0.5371
345	12.73	0.5536
3950	15.20	0.5293
731	15.36	0.5423
9032	17.89	0.5111
1370	20.45	0.5103
3263	20.78	0.5019
84699	20.93	0.4366
189	21.35	0.5095
6898	24.74	0.4992
81494	25.10	0.5035
2147	25.28	0.5243
3700	26.38	0.4461
387775	26.72	0.4682
735	28.91	0.4839
284111	29.39	0.4801
1544	30.79	0.4330
64241	31.43	0.4526
319	32.17	0.4808
2161	32.56	0.4922
335	32.73	0.5003
116519	33.44	0.4565
6360	33.67	0.4846
6694	33.82	0.4735
114770	35.03	0.3726
5444	39.76	0.4528
