6414	1.73	0.4123
57381	5.83	0.4069
8404	6.71	0.3914
10580	7.48	0.3685
79611	9.49	0.3478
4739	9.90	0.3155
10252	10.10	0.3141
221395	10.58	0.3649
4256	11.49	0.3700
4811	12.04	0.3767
8490	12.41	0.3571
9788	12.49	0.2701
11309	13.56	0.3824
1910	14.70	0.3348
1593	17.89	0.3311
2719	18.00	0.3283
2878	18.97	0.3205
10161	20.71	0.3270
5797	20.90	0.3441
2934	21.33	0.3505
3176	22.98	0.3207
5376	23.24	0.3620
3426	24.56	0.3031
8322	24.90	0.3335
5176	25.04	0.3301
948	26.46	0.3015
51705	27.71	0.3507
5627	28.20	0.3123
7078	28.46	0.3589
2487	28.77	0.2902
718	29.33	0.3208
7049	30.81	0.3006
30061	30.85	0.3095
11067	31.75	0.2747
6383	32.16	0.3191
